tab 	measurements
citations	dir_csd	dir_dec	dir_inc	experiment	magn_moment	meas_temp	measurement	method_codes	quality	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	1.1	132.4	53.9	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	8.101e-05	273	1379	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	523
This study	1.8	133	51.8	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.577e-05	273	1380	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	0	573
This study	1.4	133.4	53.5	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.865e-05	273	1381	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	473
This study	1.4	133.5	54.2	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.989e-05	273	1382	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	573
This study	1.2	133.6	52.9	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.558e-05	273	1383	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	90	573
This study	1.1	134	52.5	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.285e-05	273	1384	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	0	623
This study	1.4	133.7	55.3	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.757e-05	273	1385	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	623
This study	1.7	133.9	52.7	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	6.58e-05	273	1386	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	0	673
This study	1.4	135.1	55.4	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.027e-05	273	1387	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	573
This study	1.5	134.2	58.5	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.357e-05	273	1388	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	673
This study	0.9	133.7	51.9	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	6.234e-05	273	1389	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	90	673
This study	1.3	133.3	52.5	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.454e-05	273	1390	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	0	723
This study	1.1	132.8	60.5	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	6.429e-05	273	1391	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	723
This study	1.3	133.3	53.1	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	4.144e-05	273	1392	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	0	773
This study	1.3	133.2	61.5	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.224e-05	273	1393	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	673
This study	1.4	133.1	65.4	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.724e-05	273	1394	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	773
This study	1.1	133	53.8	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	3.975e-05	273	1395	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	90	773
This study	1.1	132.8	53	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	2.716e-05	273	1396	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	0	798
This study	1.5	131.2	74.1	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.436e-05	273	1397	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	798
This study	1.5	134	53.7	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	7.102e-06	273	1398	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	0	823
This study	2	130.1	82.6	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	3.061e-05	273	1399	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	773
This study	1.7	112	86.3	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.242e-05	273	1400	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	823
This study	1.2	133.5	57	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.794e-06	273	1401	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	90	823
This study	1.5	136.3	56	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	1.476e-06	273	1402	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	0	0	0	848
This study	1.4	73.1	88.8	sr29a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.198e-05	273	1403	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29a2	u	0	4e-05	0	90	848
This study	0.5	154.3	9.8	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001446	273	1404	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	273
This study	0.6	152.2	9.9	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001429	273	1405	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	373
This study	0.5	154.2	10	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001424	273	1406	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	373
This study	0.7	153.7	9.8	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001405	273	1407	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	423
This study	0.7	153.4	10.4	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.000141	273	1408	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	423
This study	1.3	154	10	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001384	273	1409	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	473
This study	1.7	155.2	10.3	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001394	273	1410	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	373
This study	0.5	154.3	10.9	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001381	273	1411	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	473
This study	0.6	154.4	9.9	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001353	273	1412	LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	523
This study	0.7	153.2	11.5	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.000135	273	1413	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	523
This study	1.6	154	10	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001291	273	1414	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	573
This study	1.2	153	11.1	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001297	273	1415	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	473
This study	1.6	153.5	12.9	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001295	273	1416	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	573
This study	2	152.1	10.2	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001167	273	1417	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	623
This study	1	154.3	16.3	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	0.0001183	273	1418	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	623
This study	0.7	153.6	10.6	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	9.176e-05	273	1419	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	673
This study	1.9	154.6	15.2	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	9.352e-05	273	1420	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	573
This study	0.6	153.3	25.6	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	9.878e-05	273	1421	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	673
This study	1.8	154	11	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.715e-05	273	1422	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	723
This study	1.8	155.7	33.8	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	9.009e-05	273	1423	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	723
This study	1.9	154.3	11.2	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	6.214e-05	273	1424	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	773
This study	0.5	153.2	30	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.037e-05	273	1425	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	673
This study	1	151.5	36.3	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.203e-05	273	1426	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	773
This study	0.6	153.8	11.6	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.567e-05	273	1427	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	798
This study	0.9	152.1	50.2	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	6.5e-05	273	1428	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	798
This study	1.9	154	11.8	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.386e-05	273	1429	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	0	0	0	823
This study	1	151.9	69.8	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.949e-05	273	1430	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	773
This study	0.6	148.4	78.5	sr29b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	6.427e-05	273	1431	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29b1	u	0	4e-05	0	90	823
This study	2	148	20	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	5.266e-05	273	1432	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	273
This study	1.3	148.4	19.6	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.738e-05	273	1433	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	373
This study	1.4	148.3	24.2	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.86e-05	273	1434	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	373
This study	1.6	147.8	19.8	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.407e-05	273	1435	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	423
This study	1.2	148.2	27.3	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.669e-05	273	1436	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	423
This study	0.4	149.5	19.7	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.19e-05	273	1437	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	473
This study	0.4	148.8	26	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.393e-05	273	1438	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	373
This study	0.8	148.2	29.7	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.537e-05	273	1439	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	473
This study	0.9	150.5	19.8	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.027e-05	273	1440	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	523
This study	1.4	149.5	30.9	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.411e-05	273	1441	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	523
This study	0.9	150.6	20	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.858e-05	273	1442	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	573
This study	0.6	149.4	28.9	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.147e-05	273	1443	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	473
This study	1.7	149.1	32.6	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.284e-05	273	1444	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	573
This study	0.3	149.8	20.3	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.676e-05	273	1445	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	623
This study	1.1	149.9	34.6	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.18e-05	273	1446	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	623
This study	0.6	150.2	20.4	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.369e-05	273	1447	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	673
This study	0.8	149.9	35.9	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.92e-05	273	1448	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	573
This study	0.7	149.1	43	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.224e-05	273	1449	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	673
This study	1.4	150.5	20.7	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.72e-05	273	1450	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	723
This study	0.5	149.2	53.9	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.202e-05	273	1451	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	723
This study	0.9	150	20.4	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	1.585e-05	273	1452	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	773
This study	0.9	148.5	58.5	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	2.917e-05	273	1453	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	673
This study	0.6	148.4	67.4	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.728e-05	273	1454	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	773
This study	0.3	148.9	21.8	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	9.634e-06	273	1455	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	798
This study	0.4	145	77.7	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.006e-05	273	1456	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	798
This study	0.8	149.7	21.3	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.796e-06	273	1457	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	823
This study	0.4	137.3	83.5	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	3.51e-05	273	1458	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	773
This study	0.4	139.8	85.1	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.517e-05	273	1459	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	823
This study	0.8	149	26.4	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	7.407e-07	273	1460	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	848
This study	0.5	136.4	88.9	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	5.323e-05	273	1461	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	848
This study	0.6	148	33	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.681e-07	273	1462	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	0	0	0	873
This study	0.5	133.1	89	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.993e-05	273	1463	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	823
This study	0.5	118.6	88.1	sr29c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	4.792e-05	273	1464	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	g	sr29c1	u	0	4e-05	0	90	873
This study	0.6	150	30.7	sr29g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.575e-05	273	1465	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29g1	u	0	0	0	0	273
This study	0.7	150.7	31.3	sr29g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.018e-05	273	1466	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29g1	u	0	0	0	0	373
This study	1.2	150.3	35	sr29g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	5.163e-05	273	1467	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29g1	u	0	4e-05	0	90	373
This study	1.1	149.7	30.7	sr29g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	4.607e-05	273	1468	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29g1	u	0	0	0	0	423
This study	0.7	149.4	37.7	sr29g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	4.982e-05	273	1469	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29g1	u	0	4e-05	0	90	423
This study	1	150	30.8	sr29g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	4.239e-05	273	1470	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI	g	sr29g1	u	0	0	0	0	473
